ISRC,UPC,Track title,Artist,Release title,Label,Platform,Country,Quantity,Net revenue in EUR,Reporting month
TEST00008577,0000001008577,Track 8577,Artist 27,Release 77,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008578,0000001008578,Track 8578,Artist 28,Release 78,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008579,0000001008579,Track 8579,Artist 29,Release 79,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008580,0000001008580,Track 8580,Artist 30,Release 80,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008581,0000001008581,Track 8581,Artist 31,Release 81,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008582,0000001008582,Track 8582,Artist 32,Release 82,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008583,0000001008583,Track 8583,Artist 33,Release 83,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008584,0000001008584,Track 8584,Artist 34,Release 84,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008585,0000001008585,Track 8585,Artist 35,Release 85,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008586,0000001008586,Track 8586,Artist 36,Release 86,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008587,0000001008587,Track 8587,Artist 37,Release 87,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008588,0000001008588,Track 8588,Artist 38,Release 88,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008589,0000001008589,Track 8589,Artist 39,Release 89,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008590,0000001008590,Track 8590,Artist 40,Release 90,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008591,0000001008591,Track 8591,Artist 41,Release 91,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008592,0000001008592,Track 8592,Artist 42,Release 92,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008593,0000001008593,Track 8593,Artist 43,Release 93,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008594,0000001008594,Track 8594,Artist 44,Release 94,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008595,0000001008595,Track 8595,Artist 45,Release 95,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008596,0000001008596,Track 8596,Artist 46,Release 96,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008597,0000001008597,Track 8597,Artist 47,Release 97,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008598,0000001008598,Track 8598,Artist 48,Release 98,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008599,0000001008599,Track 8599,Artist 49,Release 99,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008600,0000001008600,Track 8600,Artist 0,Release 0,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008601,0000001008601,Track 8601,Artist 1,Release 1,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008602,0000001008602,Track 8602,Artist 2,Release 2,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008603,0000001008603,Track 8603,Artist 3,Release 3,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008604,0000001008604,Track 8604,Artist 4,Release 4,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008605,0000001008605,Track 8605,Artist 5,Release 5,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008606,0000001008606,Track 8606,Artist 6,Release 6,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008607,0000001008607,Track 8607,Artist 7,Release 7,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008608,0000001008608,Track 8608,Artist 8,Release 8,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008609,0000001008609,Track 8609,Artist 9,Release 9,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008610,0000001008610,Track 8610,Artist 10,Release 10,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008611,0000001008611,Track 8611,Artist 11,Release 11,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008612,0000001008612,Track 8612,Artist 12,Release 12,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008613,0000001008613,Track 8613,Artist 13,Release 13,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008614,0000001008614,Track 8614,Artist 14,Release 14,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008615,0000001008615,Track 8615,Artist 15,Release 15,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008616,0000001008616,Track 8616,Artist 16,Release 16,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008617,0000001008617,Track 8617,Artist 17,Release 17,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008618,0000001008618,Track 8618,Artist 18,Release 18,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008619,0000001008619,Track 8619,Artist 19,Release 19,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008620,0000001008620,Track 8620,Artist 20,Release 20,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008621,0000001008621,Track 8621,Artist 21,Release 21,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008622,0000001008622,Track 8622,Artist 22,Release 22,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008623,0000001008623,Track 8623,Artist 23,Release 23,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008624,0000001008624,Track 8624,Artist 24,Release 24,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008625,0000001008625,Track 8625,Artist 25,Release 25,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008626,0000001008626,Track 8626,Artist 26,Release 26,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008627,0000001008627,Track 8627,Artist 27,Release 27,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008628,0000001008628,Track 8628,Artist 28,Release 28,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008629,0000001008629,Track 8629,Artist 29,Release 29,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008630,0000001008630,Track 8630,Artist 30,Release 30,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008631,0000001008631,Track 8631,Artist 31,Release 31,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008632,0000001008632,Track 8632,Artist 32,Release 32,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008633,0000001008633,Track 8633,Artist 33,Release 33,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008634,0000001008634,Track 8634,Artist 34,Release 34,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008635,0000001008635,Track 8635,Artist 35,Release 35,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008636,0000001008636,Track 8636,Artist 36,Release 36,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008637,0000001008637,Track 8637,Artist 37,Release 37,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008638,0000001008638,Track 8638,Artist 38,Release 38,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008639,0000001008639,Track 8639,Artist 39,Release 39,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008640,0000001008640,Track 8640,Artist 40,Release 40,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008641,0000001008641,Track 8641,Artist 41,Release 41,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008642,0000001008642,Track 8642,Artist 42,Release 42,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008643,0000001008643,Track 8643,Artist 43,Release 43,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008644,0000001008644,Track 8644,Artist 44,Release 44,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008645,0000001008645,Track 8645,Artist 45,Release 45,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008646,0000001008646,Track 8646,Artist 46,Release 46,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008647,0000001008647,Track 8647,Artist 47,Release 47,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008648,0000001008648,Track 8648,Artist 48,Release 48,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008649,0000001008649,Track 8649,Artist 49,Release 49,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008650,0000001008650,Track 8650,Artist 0,Release 50,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008651,0000001008651,Track 8651,Artist 1,Release 51,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008652,0000001008652,Track 8652,Artist 2,Release 52,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008653,0000001008653,Track 8653,Artist 3,Release 53,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008654,0000001008654,Track 8654,Artist 4,Release 54,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008655,0000001008655,Track 8655,Artist 5,Release 55,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008656,0000001008656,Track 8656,Artist 6,Release 56,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008657,0000001008657,Track 8657,Artist 7,Release 57,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008658,0000001008658,Track 8658,Artist 8,Release 58,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008659,0000001008659,Track 8659,Artist 9,Release 59,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008660,0000001008660,Track 8660,Artist 10,Release 60,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008661,0000001008661,Track 8661,Artist 11,Release 61,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008662,0000001008662,Track 8662,Artist 12,Release 62,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008663,0000001008663,Track 8663,Artist 13,Release 63,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008664,0000001008664,Track 8664,Artist 14,Release 64,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008665,0000001008665,Track 8665,Artist 15,Release 65,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008666,0000001008666,Track 8666,Artist 16,Release 66,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008667,0000001008667,Track 8667,Artist 17,Release 67,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008668,0000001008668,Track 8668,Artist 18,Release 68,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008669,0000001008669,Track 8669,Artist 19,Release 69,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008670,0000001008670,Track 8670,Artist 20,Release 70,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008671,0000001008671,Track 8671,Artist 21,Release 71,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008672,0000001008672,Track 8672,Artist 22,Release 72,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008673,0000001008673,Track 8673,Artist 23,Release 73,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008674,0000001008674,Track 8674,Artist 24,Release 74,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008675,0000001008675,Track 8675,Artist 25,Release 75,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008676,0000001008676,Track 8676,Artist 26,Release 76,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008677,0000001008677,Track 8677,Artist 27,Release 77,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008678,0000001008678,Track 8678,Artist 28,Release 78,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008679,0000001008679,Track 8679,Artist 29,Release 79,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008680,0000001008680,Track 8680,Artist 30,Release 80,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008681,0000001008681,Track 8681,Artist 31,Release 81,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008682,0000001008682,Track 8682,Artist 32,Release 82,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008683,0000001008683,Track 8683,Artist 33,Release 83,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008684,0000001008684,Track 8684,Artist 34,Release 84,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008685,0000001008685,Track 8685,Artist 35,Release 85,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008686,0000001008686,Track 8686,Artist 36,Release 86,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008687,0000001008687,Track 8687,Artist 37,Release 87,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008688,0000001008688,Track 8688,Artist 38,Release 88,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008689,0000001008689,Track 8689,Artist 39,Release 89,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008690,0000001008690,Track 8690,Artist 40,Release 90,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008691,0000001008691,Track 8691,Artist 41,Release 91,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008692,0000001008692,Track 8692,Artist 42,Release 92,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008693,0000001008693,Track 8693,Artist 43,Release 93,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008694,0000001008694,Track 8694,Artist 44,Release 94,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008695,0000001008695,Track 8695,Artist 45,Release 95,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008696,0000001008696,Track 8696,Artist 46,Release 96,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008697,0000001008697,Track 8697,Artist 47,Release 97,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008698,0000001008698,Track 8698,Artist 48,Release 98,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008699,0000001008699,Track 8699,Artist 49,Release 99,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008700,0000001008700,Track 8700,Artist 0,Release 0,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008701,0000001008701,Track 8701,Artist 1,Release 1,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008702,0000001008702,Track 8702,Artist 2,Release 2,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008703,0000001008703,Track 8703,Artist 3,Release 3,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008704,0000001008704,Track 8704,Artist 4,Release 4,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008705,0000001008705,Track 8705,Artist 5,Release 5,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008706,0000001008706,Track 8706,Artist 6,Release 6,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008707,0000001008707,Track 8707,Artist 7,Release 7,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008708,0000001008708,Track 8708,Artist 8,Release 8,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008709,0000001008709,Track 8709,Artist 9,Release 9,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008710,0000001008710,Track 8710,Artist 10,Release 10,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008711,0000001008711,Track 8711,Artist 11,Release 11,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008712,0000001008712,Track 8712,Artist 12,Release 12,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008713,0000001008713,Track 8713,Artist 13,Release 13,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008714,0000001008714,Track 8714,Artist 14,Release 14,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008715,0000001008715,Track 8715,Artist 15,Release 15,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008716,0000001008716,Track 8716,Artist 16,Release 16,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008717,0000001008717,Track 8717,Artist 17,Release 17,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008718,0000001008718,Track 8718,Artist 18,Release 18,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008719,0000001008719,Track 8719,Artist 19,Release 19,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008720,0000001008720,Track 8720,Artist 20,Release 20,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008721,0000001008721,Track 8721,Artist 21,Release 21,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008722,0000001008722,Track 8722,Artist 22,Release 22,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008723,0000001008723,Track 8723,Artist 23,Release 23,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008724,0000001008724,Track 8724,Artist 24,Release 24,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008725,0000001008725,Track 8725,Artist 25,Release 25,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008726,0000001008726,Track 8726,Artist 26,Release 26,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008727,0000001008727,Track 8727,Artist 27,Release 27,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008728,0000001008728,Track 8728,Artist 28,Release 28,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008729,0000001008729,Track 8729,Artist 29,Release 29,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008730,0000001008730,Track 8730,Artist 30,Release 30,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008731,0000001008731,Track 8731,Artist 31,Release 31,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008732,0000001008732,Track 8732,Artist 32,Release 32,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008733,0000001008733,Track 8733,Artist 33,Release 33,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008734,0000001008734,Track 8734,Artist 34,Release 34,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008735,0000001008735,Track 8735,Artist 35,Release 35,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008736,0000001008736,Track 8736,Artist 36,Release 36,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008737,0000001008737,Track 8737,Artist 37,Release 37,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008738,0000001008738,Track 8738,Artist 38,Release 38,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008739,0000001008739,Track 8739,Artist 39,Release 39,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008740,0000001008740,Track 8740,Artist 40,Release 40,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008741,0000001008741,Track 8741,Artist 41,Release 41,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008742,0000001008742,Track 8742,Artist 42,Release 42,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008743,0000001008743,Track 8743,Artist 43,Release 43,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008744,0000001008744,Track 8744,Artist 44,Release 44,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008745,0000001008745,Track 8745,Artist 45,Release 45,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008746,0000001008746,Track 8746,Artist 46,Release 46,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008747,0000001008747,Track 8747,Artist 47,Release 47,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008748,0000001008748,Track 8748,Artist 48,Release 48,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008749,0000001008749,Track 8749,Artist 49,Release 49,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008750,0000001008750,Track 8750,Artist 0,Release 50,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008751,0000001008751,Track 8751,Artist 1,Release 51,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008752,0000001008752,Track 8752,Artist 2,Release 52,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008753,0000001008753,Track 8753,Artist 3,Release 53,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008754,0000001008754,Track 8754,Artist 4,Release 54,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008755,0000001008755,Track 8755,Artist 5,Release 55,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008756,0000001008756,Track 8756,Artist 6,Release 56,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008757,0000001008757,Track 8757,Artist 7,Release 57,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008758,0000001008758,Track 8758,Artist 8,Release 58,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008759,0000001008759,Track 8759,Artist 9,Release 59,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008760,0000001008760,Track 8760,Artist 10,Release 60,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008761,0000001008761,Track 8761,Artist 11,Release 61,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008762,0000001008762,Track 8762,Artist 12,Release 62,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008763,0000001008763,Track 8763,Artist 13,Release 63,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008764,0000001008764,Track 8764,Artist 14,Release 64,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008765,0000001008765,Track 8765,Artist 15,Release 65,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008766,0000001008766,Track 8766,Artist 16,Release 66,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008767,0000001008767,Track 8767,Artist 17,Release 67,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008768,0000001008768,Track 8768,Artist 18,Release 68,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008769,0000001008769,Track 8769,Artist 19,Release 69,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008770,0000001008770,Track 8770,Artist 20,Release 70,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008771,0000001008771,Track 8771,Artist 21,Release 71,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008772,0000001008772,Track 8772,Artist 22,Release 72,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008773,0000001008773,Track 8773,Artist 23,Release 73,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008774,0000001008774,Track 8774,Artist 24,Release 74,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008775,0000001008775,Track 8775,Artist 25,Release 75,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008776,0000001008776,Track 8776,Artist 26,Release 76,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008777,0000001008777,Track 8777,Artist 27,Release 77,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008778,0000001008778,Track 8778,Artist 28,Release 78,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008779,0000001008779,Track 8779,Artist 29,Release 79,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008780,0000001008780,Track 8780,Artist 30,Release 80,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008781,0000001008781,Track 8781,Artist 31,Release 81,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008782,0000001008782,Track 8782,Artist 32,Release 82,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008783,0000001008783,Track 8783,Artist 33,Release 83,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008784,0000001008784,Track 8784,Artist 34,Release 84,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008785,0000001008785,Track 8785,Artist 35,Release 85,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008786,0000001008786,Track 8786,Artist 36,Release 86,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008787,0000001008787,Track 8787,Artist 37,Release 87,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008788,0000001008788,Track 8788,Artist 38,Release 88,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008789,0000001008789,Track 8789,Artist 39,Release 89,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008790,0000001008790,Track 8790,Artist 40,Release 90,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008791,0000001008791,Track 8791,Artist 41,Release 91,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008792,0000001008792,Track 8792,Artist 42,Release 92,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008793,0000001008793,Track 8793,Artist 43,Release 93,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008794,0000001008794,Track 8794,Artist 44,Release 94,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008795,0000001008795,Track 8795,Artist 45,Release 95,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008796,0000001008796,Track 8796,Artist 46,Release 96,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008797,0000001008797,Track 8797,Artist 47,Release 97,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008798,0000001008798,Track 8798,Artist 48,Release 98,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008799,0000001008799,Track 8799,Artist 49,Release 99,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008800,0000001008800,Track 8800,Artist 0,Release 0,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008801,0000001008801,Track 8801,Artist 1,Release 1,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00008802,0000001008802,Track 8802,Artist 2,Release 2,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00008803,0000001008803,Track 8803,Artist 3,Release 3,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00008804,0000001008804,Track 8804,Artist 4,Release 4,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
