Bulan Laporan;ISRC;UPC;Nama Label;Nama Artis;Judul Rilis;Judul Track;Platform;Negara;Kuantias;Pendapatan Bersih
2024-11;IDBIG00098230;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 98230;Spotify;ID;3043;0.1078
2024-12;IDBIG00098231;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 98231;Spotify;ID;4146;3.9638
2024-01;IDBIG00098232;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 98232;Spotify;ID;553;2.6931
2024-02;IDBIG00098233;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 98233;Spotify;ID;2313;4.7663
2024-03;IDBIG00098234;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 98234;Spotify;ID;3172;3.2209
2024-04;IDBIG00098235;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 98235;Spotify;ID;291;0.4668
2024-05;IDBIG00098236;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 98236;Spotify;ID;2048;1.4951
2024-06;IDBIG00098237;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 98237;Spotify;ID;1313;2.1061
2024-07;IDBIG00098238;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 98238;Spotify;ID;2849;1.8468
2024-08;IDBIG00098239;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 98239;Spotify;ID;4088;2.0979
2024-09;IDBIG00098240;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 98240;Spotify;ID;2470;3.9358
2024-10;IDBIG00098241;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 98241;Spotify;ID;3050;0.1357
2024-11;IDBIG00098242;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 98242;Spotify;ID;3077;0.2736
2024-12;IDBIG00098243;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 98243;Spotify;ID;1208;0.9688
2024-01;IDBIG00098244;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 98244;Spotify;ID;2477;0.9181
2024-02;IDBIG00098245;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 98245;Spotify;ID;2354;2.4539
2024-03;IDBIG00098246;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 98246;Spotify;ID;1583;2.5367
2024-04;IDBIG00098247;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 98247;Spotify;ID;511;0.9397
2024-05;IDBIG00098248;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 98248;Spotify;ID;4027;0.1487
2024-06;IDBIG00098249;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 98249;Spotify;ID;107;4.4596
2024-07;IDBIG00098250;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 98250;Spotify;ID;3870;4.8756
2024-08;IDBIG00098251;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 98251;Spotify;ID;4610;3.2195
2024-09;IDBIG00098252;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 98252;Spotify;ID;1498;3.5628
2024-10;IDBIG00098253;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 98253;Spotify;ID;4408;4.1405
2024-11;IDBIG00098254;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 98254;Spotify;ID;2313;0.7014
2024-12;IDBIG00098255;3690000000055;BigCsv Label 6;Artist 55;Album X;Track 98255;Spotify;ID;4264;2.7692
2024-01;IDBIG00098256;3690000000056;BigCsv Label 7;Artist 56;Album X;Track 98256;Spotify;ID;3643;1.1140
2024-02;IDBIG00098257;3690000000057;BigCsv Label 8;Artist 57;Album X;Track 98257;Spotify;ID;418;4.3870
2024-03;IDBIG00098258;3690000000058;BigCsv Label 9;Artist 58;Album X;Track 98258;Spotify;ID;1195;0.4595
2024-04;IDBIG00098259;3690000000059;BigCsv Label 10;Artist 59;Album X;Track 98259;Spotify;ID;3500;0.8663
2024-05;IDBIG00098260;3690000000060;BigCsv Label 11;Artist 60;Album X;Track 98260;Spotify;ID;2598;4.0009
2024-06;IDBIG00098261;3690000000061;BigCsv Label 12;Artist 61;Album X;Track 98261;Spotify;ID;3939;1.0746
2024-07;IDBIG00098262;3690000000062;BigCsv Label 13;Artist 62;Album X;Track 98262;Spotify;ID;3134;4.6963
2024-08;IDBIG00098263;3690000000063;BigCsv Label 14;Artist 63;Album X;Track 98263;Spotify;ID;1786;4.5711
2024-09;IDBIG00098264;3690000000064;BigCsv Label 15;Artist 64;Album X;Track 98264;Spotify;ID;3103;1.4332
2024-10;IDBIG00098265;3690000000065;BigCsv Label 16;Artist 65;Album X;Track 98265;Spotify;ID;2236;4.3348
2024-11;IDBIG00098266;3690000000066;BigCsv Label 17;Artist 66;Album X;Track 98266;Spotify;ID;350;3.8614
2024-12;IDBIG00098267;3690000000067;BigCsv Label 18;Artist 67;Album X;Track 98267;Spotify;ID;4985;3.3190
2024-01;IDBIG00098268;3690000000068;BigCsv Label 19;Artist 68;Album X;Track 98268;Spotify;ID;2668;1.3196
2024-02;IDBIG00098269;3690000000069;BigCsv Label 20;Artist 69;Album X;Track 98269;Spotify;ID;3835;4.2845
2024-03;IDBIG00098270;3690000000070;BigCsv Label 21;Artist 70;Album X;Track 98270;Spotify;ID;2707;3.7301
2024-04;IDBIG00098271;3690000000071;BigCsv Label 22;Artist 71;Album X;Track 98271;Spotify;ID;1447;3.5086
2024-05;IDBIG00098272;3690000000072;BigCsv Label 23;Artist 72;Album X;Track 98272;Spotify;ID;1650;2.8649
2024-06;IDBIG00098273;3690000000073;BigCsv Label 24;Artist 73;Album X;Track 98273;Spotify;ID;1801;1.3528
2024-07;IDBIG00098274;3690000000074;BigCsv Label 25;Artist 74;Album X;Track 98274;Spotify;ID;1327;0.7480
2024-08;IDBIG00098275;3690000000075;BigCsv Label 26;Artist 75;Album X;Track 98275;Spotify;ID;4013;1.3926
2024-09;IDBIG00098276;3690000000076;BigCsv Label 27;Artist 76;Album X;Track 98276;Spotify;ID;642;2.2831
2024-10;IDBIG00098277;3690000000077;BigCsv Label 28;Artist 77;Album X;Track 98277;Spotify;ID;2009;0.1571
2024-11;IDBIG00098278;3690000000078;BigCsv Label 29;Artist 78;Album X;Track 98278;Spotify;ID;2049;0.1934
2024-12;IDBIG00098279;3690000000079;BigCsv Label 30;Artist 79;Album X;Track 98279;Spotify;ID;3127;4.0384
2024-01;IDBIG00098280;3690000000080;BigCsv Label 31;Artist 80;Album X;Track 98280;Spotify;ID;4502;1.4288
2024-02;IDBIG00098281;3690000000081;BigCsv Label 32;Artist 81;Album X;Track 98281;Spotify;ID;1370;2.7929
2024-03;IDBIG00098282;3690000000082;BigCsv Label 33;Artist 82;Album X;Track 98282;Spotify;ID;4914;4.9440
2024-04;IDBIG00098283;3690000000083;BigCsv Label 34;Artist 83;Album X;Track 98283;Spotify;ID;1063;4.5389
2024-05;IDBIG00098284;3690000000084;BigCsv Label 35;Artist 84;Album X;Track 98284;Spotify;ID;1214;2.7224
2024-06;IDBIG00098285;3690000000085;BigCsv Label 36;Artist 85;Album X;Track 98285;Spotify;ID;2710;1.5718
2024-07;IDBIG00098286;3690000000086;BigCsv Label 37;Artist 86;Album X;Track 98286;Spotify;ID;679;0.3828
2024-08;IDBIG00098287;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 98287;Spotify;ID;4240;2.7552
2024-09;IDBIG00098288;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 98288;Spotify;ID;4316;4.4767
2024-10;IDBIG00098289;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 98289;Spotify;ID;309;0.1613
2024-11;IDBIG00098290;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 98290;Spotify;ID;4958;4.1387
2024-12;IDBIG00098291;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 98291;Spotify;ID;1916;2.7574
2024-01;IDBIG00098292;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 98292;Spotify;ID;3501;0.9009
2024-02;IDBIG00098293;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 98293;Spotify;ID;2632;1.7045
2024-03;IDBIG00098294;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 98294;Spotify;ID;4322;4.0757
2024-04;IDBIG00098295;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 98295;Spotify;ID;3108;2.0793
2024-05;IDBIG00098296;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 98296;Spotify;ID;4987;2.4781
2024-06;IDBIG00098297;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 98297;Spotify;ID;4743;0.0560
2024-07;IDBIG00098298;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 98298;Spotify;ID;4274;1.1295
2024-08;IDBIG00098299;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 98299;Spotify;ID;772;4.8754
2024-09;IDBIG00098300;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 98300;Spotify;ID;4386;2.3664
2024-10;IDBIG00098301;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 98301;Spotify;ID;711;3.8799
2024-11;IDBIG00098302;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 98302;Spotify;ID;4028;2.4525
2024-12;IDBIG00098303;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 98303;Spotify;ID;2625;4.1365
2024-01;IDBIG00098304;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 98304;Spotify;ID;3847;2.4610
2024-02;IDBIG00098305;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 98305;Spotify;ID;3539;3.0824
2024-03;IDBIG00098306;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 98306;Spotify;ID;1728;1.6928
2024-04;IDBIG00098307;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 98307;Spotify;ID;2361;0.8855
2024-05;IDBIG00098308;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 98308;Spotify;ID;692;3.3685
2024-06;IDBIG00098309;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 98309;Spotify;ID;2717;2.3296
2024-07;IDBIG00098310;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 98310;Spotify;ID;4812;4.7657
2024-08;IDBIG00098311;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 98311;Spotify;ID;2097;3.8855
2024-09;IDBIG00098312;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 98312;Spotify;ID;465;1.3688
2024-10;IDBIG00098313;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 98313;Spotify;ID;3030;1.0080
2024-11;IDBIG00098314;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 98314;Spotify;ID;3985;2.1173
2024-12;IDBIG00098315;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 98315;Spotify;ID;1089;2.7621
2024-01;IDBIG00098316;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 98316;Spotify;ID;1909;4.4054
2024-02;IDBIG00098317;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 98317;Spotify;ID;3706;0.8057
2024-03;IDBIG00098318;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 98318;Spotify;ID;118;3.4863
2024-04;IDBIG00098319;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 98319;Spotify;ID;3140;4.0613
2024-05;IDBIG00098320;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 98320;Spotify;ID;248;4.1166
2024-06;IDBIG00098321;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 98321;Spotify;ID;4821;1.5266
2024-07;IDBIG00098322;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 98322;Spotify;ID;1052;4.7567
2024-08;IDBIG00098323;3690000000023;BigCsv Label 24;Artist 123;Album X;Track 98323;Spotify;ID;4293;2.3269
2024-09;IDBIG00098324;3690000000024;BigCsv Label 25;Artist 124;Album X;Track 98324;Spotify;ID;4214;2.6037
2024-10;IDBIG00098325;3690000000025;BigCsv Label 26;Artist 125;Album X;Track 98325;Spotify;ID;1405;0.1956
2024-11;IDBIG00098326;3690000000026;BigCsv Label 27;Artist 126;Album X;Track 98326;Spotify;ID;4204;4.5219
2024-12;IDBIG00098327;3690000000027;BigCsv Label 28;Artist 127;Album X;Track 98327;Spotify;ID;3047;4.1826
2024-01;IDBIG00098328;3690000000028;BigCsv Label 29;Artist 128;Album X;Track 98328;Spotify;ID;2511;1.7460
2024-02;IDBIG00098329;3690000000029;BigCsv Label 30;Artist 129;Album X;Track 98329;Spotify;ID;1399;3.2072
2024-03;IDBIG00098330;3690000000030;BigCsv Label 31;Artist 130;Album X;Track 98330;Spotify;ID;2112;4.7626
2024-04;IDBIG00098331;3690000000031;BigCsv Label 32;Artist 131;Album X;Track 98331;Spotify;ID;3068;2.7159
2024-05;IDBIG00098332;3690000000032;BigCsv Label 33;Artist 132;Album X;Track 98332;Spotify;ID;4028;1.5844
2024-06;IDBIG00098333;3690000000033;BigCsv Label 34;Artist 133;Album X;Track 98333;Spotify;ID;1736;3.6397
2024-07;IDBIG00098334;3690000000034;BigCsv Label 35;Artist 134;Album X;Track 98334;Spotify;ID;3656;2.7435
2024-08;IDBIG00098335;3690000000035;BigCsv Label 36;Artist 135;Album X;Track 98335;Spotify;ID;4485;2.3455
2024-09;IDBIG00098336;3690000000036;BigCsv Label 37;Artist 136;Album X;Track 98336;Spotify;ID;3703;2.7649
2024-10;IDBIG00098337;3690000000037;BigCsv Label 38;Artist 137;Album X;Track 98337;Spotify;ID;2399;2.0880
2024-11;IDBIG00098338;3690000000038;BigCsv Label 39;Artist 138;Album X;Track 98338;Spotify;ID;3147;0.4714
2024-12;IDBIG00098339;3690000000039;BigCsv Label 40;Artist 139;Album X;Track 98339;Spotify;ID;2646;1.4290
2024-01;IDBIG00098340;3690000000040;BigCsv Label 41;Artist 140;Album X;Track 98340;Spotify;ID;3270;4.1313
2024-02;IDBIG00098341;3690000000041;BigCsv Label 42;Artist 141;Album X;Track 98341;Spotify;ID;2966;2.6855
2024-03;IDBIG00098342;3690000000042;BigCsv Label 43;Artist 142;Album X;Track 98342;Spotify;ID;3297;4.8708
2024-04;IDBIG00098343;3690000000043;BigCsv Label 44;Artist 143;Album X;Track 98343;Spotify;ID;4578;2.2741
2024-05;IDBIG00098344;3690000000044;BigCsv Label 45;Artist 144;Album X;Track 98344;Spotify;ID;587;2.6435
2024-06;IDBIG00098345;3690000000045;BigCsv Label 46;Artist 145;Album X;Track 98345;Spotify;ID;2687;0.8542
2024-07;IDBIG00098346;3690000000046;BigCsv Label 47;Artist 146;Album X;Track 98346;Spotify;ID;1620;0.2790
2024-08;IDBIG00098347;3690000000047;BigCsv Label 48;Artist 147;Album X;Track 98347;Spotify;ID;2791;4.6184
2024-09;IDBIG00098348;3690000000048;BigCsv Label 49;Artist 148;Album X;Track 98348;Spotify;ID;4583;4.6073
2024-10;IDBIG00098349;3690000000049;BigCsv Label 50;Artist 149;Album X;Track 98349;Spotify;ID;4871;1.8265
2024-11;IDBIG00098350;3690000000050;BigCsv Label 1;Artist 150;Album X;Track 98350;Spotify;ID;3665;1.6699
2024-12;IDBIG00098351;3690000000051;BigCsv Label 2;Artist 151;Album X;Track 98351;Spotify;ID;4996;3.1725
2024-01;IDBIG00098352;3690000000052;BigCsv Label 3;Artist 152;Album X;Track 98352;Spotify;ID;4915;3.0425
2024-02;IDBIG00098353;3690000000053;BigCsv Label 4;Artist 153;Album X;Track 98353;Spotify;ID;4614;0.5245
2024-03;IDBIG00098354;3690000000054;BigCsv Label 5;Artist 154;Album X;Track 98354;Spotify;ID;2236;3.9700
2024-04;IDBIG00098355;3690000000055;BigCsv Label 6;Artist 155;Album X;Track 98355;Spotify;ID;4188;3.8874
2024-05;IDBIG00098356;3690000000056;BigCsv Label 7;Artist 156;Album X;Track 98356;Spotify;ID;1844;1.7008
2024-06;IDBIG00098357;3690000000057;BigCsv Label 8;Artist 157;Album X;Track 98357;Spotify;ID;1114;2.3996
2024-07;IDBIG00098358;3690000000058;BigCsv Label 9;Artist 158;Album X;Track 98358;Spotify;ID;1816;3.2478
2024-08;IDBIG00098359;3690000000059;BigCsv Label 10;Artist 159;Album X;Track 98359;Spotify;ID;777;2.8107
2024-09;IDBIG00098360;3690000000060;BigCsv Label 11;Artist 160;Album X;Track 98360;Spotify;ID;4138;1.9027
2024-10;IDBIG00098361;3690000000061;BigCsv Label 12;Artist 161;Album X;Track 98361;Spotify;ID;2077;2.8506
2024-11;IDBIG00098362;3690000000062;BigCsv Label 13;Artist 162;Album X;Track 98362;Spotify;ID;3942;1.1331
2024-12;IDBIG00098363;3690000000063;BigCsv Label 14;Artist 163;Album X;Track 98363;Spotify;ID;924;1.6885
2024-01;IDBIG00098364;3690000000064;BigCsv Label 15;Artist 164;Album X;Track 98364;Spotify;ID;2988;4.4035
2024-02;IDBIG00098365;3690000000065;BigCsv Label 16;Artist 165;Album X;Track 98365;Spotify;ID;1323;0.4911
2024-03;IDBIG00098366;3690000000066;BigCsv Label 17;Artist 166;Album X;Track 98366;Spotify;ID;4178;3.3385
2024-04;IDBIG00098367;3690000000067;BigCsv Label 18;Artist 167;Album X;Track 98367;Spotify;ID;2851;2.3596
2024-05;IDBIG00098368;3690000000068;BigCsv Label 19;Artist 168;Album X;Track 98368;Spotify;ID;3208;1.5608
2024-06;IDBIG00098369;3690000000069;BigCsv Label 20;Artist 169;Album X;Track 98369;Spotify;ID;2666;1.2095
2024-07;IDBIG00098370;3690000000070;BigCsv Label 21;Artist 170;Album X;Track 98370;Spotify;ID;233;1.1038
2024-08;IDBIG00098371;3690000000071;BigCsv Label 22;Artist 171;Album X;Track 98371;Spotify;ID;2696;3.0524
2024-09;IDBIG00098372;3690000000072;BigCsv Label 23;Artist 172;Album X;Track 98372;Spotify;ID;1939;2.4542
2024-10;IDBIG00098373;3690000000073;BigCsv Label 24;Artist 173;Album X;Track 98373;Spotify;ID;1690;4.6712
2024-11;IDBIG00098374;3690000000074;BigCsv Label 25;Artist 174;Album X;Track 98374;Spotify;ID;2898;1.8088
2024-12;IDBIG00098375;3690000000075;BigCsv Label 26;Artist 175;Album X;Track 98375;Spotify;ID;2076;4.7900
2024-01;IDBIG00098376;3690000000076;BigCsv Label 27;Artist 176;Album X;Track 98376;Spotify;ID;1984;0.7130
2024-02;IDBIG00098377;3690000000077;BigCsv Label 28;Artist 177;Album X;Track 98377;Spotify;ID;3891;3.5574
2024-03;IDBIG00098378;3690000000078;BigCsv Label 29;Artist 178;Album X;Track 98378;Spotify;ID;651;2.3392
2024-04;IDBIG00098379;3690000000079;BigCsv Label 30;Artist 179;Album X;Track 98379;Spotify;ID;3746;0.7477
2024-05;IDBIG00098380;3690000000080;BigCsv Label 31;Artist 180;Album X;Track 98380;Spotify;ID;2975;4.4655
2024-06;IDBIG00098381;3690000000081;BigCsv Label 32;Artist 181;Album X;Track 98381;Spotify;ID;451;2.2633
2024-07;IDBIG00098382;3690000000082;BigCsv Label 33;Artist 182;Album X;Track 98382;Spotify;ID;3004;2.8717
2024-08;IDBIG00098383;3690000000083;BigCsv Label 34;Artist 183;Album X;Track 98383;Spotify;ID;3349;1.3992
2024-09;IDBIG00098384;3690000000084;BigCsv Label 35;Artist 184;Album X;Track 98384;Spotify;ID;823;4.5329
2024-10;IDBIG00098385;3690000000085;BigCsv Label 36;Artist 185;Album X;Track 98385;Spotify;ID;1151;1.1053
2024-11;IDBIG00098386;3690000000086;BigCsv Label 37;Artist 186;Album X;Track 98386;Spotify;ID;2450;2.2155
2024-12;IDBIG00098387;3690000000087;BigCsv Label 38;Artist 187;Album X;Track 98387;Spotify;ID;2582;1.2771
2024-01;IDBIG00098388;3690000000088;BigCsv Label 39;Artist 188;Album X;Track 98388;Spotify;ID;866;0.6008
2024-02;IDBIG00098389;3690000000089;BigCsv Label 40;Artist 189;Album X;Track 98389;Spotify;ID;2656;0.7988
2024-03;IDBIG00098390;3690000000090;BigCsv Label 41;Artist 190;Album X;Track 98390;Spotify;ID;1061;2.5456
2024-04;IDBIG00098391;3690000000091;BigCsv Label 42;Artist 191;Album X;Track 98391;Spotify;ID;776;0.1061
2024-05;IDBIG00098392;3690000000092;BigCsv Label 43;Artist 192;Album X;Track 98392;Spotify;ID;2217;0.3339
2024-06;IDBIG00098393;3690000000093;BigCsv Label 44;Artist 193;Album X;Track 98393;Spotify;ID;1252;1.9256
2024-07;IDBIG00098394;3690000000094;BigCsv Label 45;Artist 194;Album X;Track 98394;Spotify;ID;3031;1.8132
2024-08;IDBIG00098395;3690000000095;BigCsv Label 46;Artist 195;Album X;Track 98395;Spotify;ID;4056;0.3487
2024-09;IDBIG00098396;3690000000096;BigCsv Label 47;Artist 196;Album X;Track 98396;Spotify;ID;1831;4.9245
2024-10;IDBIG00098397;3690000000097;BigCsv Label 48;Artist 197;Album X;Track 98397;Spotify;ID;3905;1.2910
2024-11;IDBIG00098398;3690000000098;BigCsv Label 49;Artist 198;Album X;Track 98398;Spotify;ID;1413;0.3416
2024-12;IDBIG00098399;3690000000099;BigCsv Label 50;Artist 199;Album X;Track 98399;Spotify;ID;1256;1.0822
2024-01;IDBIG00098400;3690000000000;BigCsv Label 1;Artist 0;Album X;Track 98400;Spotify;ID;595;4.9495
2024-02;IDBIG00098401;3690000000001;BigCsv Label 2;Artist 1;Album X;Track 98401;Spotify;ID;694;3.6553
2024-03;IDBIG00098402;3690000000002;BigCsv Label 3;Artist 2;Album X;Track 98402;Spotify;ID;2321;4.6041
2024-04;IDBIG00098403;3690000000003;BigCsv Label 4;Artist 3;Album X;Track 98403;Spotify;ID;4569;0.9417
2024-05;IDBIG00098404;3690000000004;BigCsv Label 5;Artist 4;Album X;Track 98404;Spotify;ID;4239;3.6437
2024-06;IDBIG00098405;3690000000005;BigCsv Label 6;Artist 5;Album X;Track 98405;Spotify;ID;995;4.6530
2024-07;IDBIG00098406;3690000000006;BigCsv Label 7;Artist 6;Album X;Track 98406;Spotify;ID;2436;0.3039
2024-08;IDBIG00098407;3690000000007;BigCsv Label 8;Artist 7;Album X;Track 98407;Spotify;ID;458;4.1043
2024-09;IDBIG00098408;3690000000008;BigCsv Label 9;Artist 8;Album X;Track 98408;Spotify;ID;2317;4.4518
2024-10;IDBIG00098409;3690000000009;BigCsv Label 10;Artist 9;Album X;Track 98409;Spotify;ID;3599;0.1740
2024-11;IDBIG00098410;3690000000010;BigCsv Label 11;Artist 10;Album X;Track 98410;Spotify;ID;3973;0.9664
2024-12;IDBIG00098411;3690000000011;BigCsv Label 12;Artist 11;Album X;Track 98411;Spotify;ID;1031;4.1061
2024-01;IDBIG00098412;3690000000012;BigCsv Label 13;Artist 12;Album X;Track 98412;Spotify;ID;1526;3.2726
2024-02;IDBIG00098413;3690000000013;BigCsv Label 14;Artist 13;Album X;Track 98413;Spotify;ID;157;4.3522
2024-03;IDBIG00098414;3690000000014;BigCsv Label 15;Artist 14;Album X;Track 98414;Spotify;ID;3315;3.9906
2024-04;IDBIG00098415;3690000000015;BigCsv Label 16;Artist 15;Album X;Track 98415;Spotify;ID;3504;1.8268
2024-05;IDBIG00098416;3690000000016;BigCsv Label 17;Artist 16;Album X;Track 98416;Spotify;ID;3724;0.9332
2024-06;IDBIG00098417;3690000000017;BigCsv Label 18;Artist 17;Album X;Track 98417;Spotify;ID;1073;0.1245
2024-07;IDBIG00098418;3690000000018;BigCsv Label 19;Artist 18;Album X;Track 98418;Spotify;ID;296;4.3502
2024-08;IDBIG00098419;3690000000019;BigCsv Label 20;Artist 19;Album X;Track 98419;Spotify;ID;2200;0.8950
2024-09;IDBIG00098420;3690000000020;BigCsv Label 21;Artist 20;Album X;Track 98420;Spotify;ID;4401;0.8406
2024-10;IDBIG00098421;3690000000021;BigCsv Label 22;Artist 21;Album X;Track 98421;Spotify;ID;128;0.3916
2024-11;IDBIG00098422;3690000000022;BigCsv Label 23;Artist 22;Album X;Track 98422;Spotify;ID;3171;3.1872
2024-12;IDBIG00098423;3690000000023;BigCsv Label 24;Artist 23;Album X;Track 98423;Spotify;ID;3726;3.8952
2024-01;IDBIG00098424;3690000000024;BigCsv Label 25;Artist 24;Album X;Track 98424;Spotify;ID;3995;4.2663
2024-02;IDBIG00098425;3690000000025;BigCsv Label 26;Artist 25;Album X;Track 98425;Spotify;ID;4239;4.0126
2024-03;IDBIG00098426;3690000000026;BigCsv Label 27;Artist 26;Album X;Track 98426;Spotify;ID;2398;2.6395
2024-04;IDBIG00098427;3690000000027;BigCsv Label 28;Artist 27;Album X;Track 98427;Spotify;ID;2810;2.7882
2024-05;IDBIG00098428;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 98428;Spotify;ID;1861;1.5736
2024-06;IDBIG00098429;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 98429;Spotify;ID;3724;0.1034
2024-07;IDBIG00098430;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 98430;Spotify;ID;4430;1.8894
2024-08;IDBIG00098431;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 98431;Spotify;ID;3194;2.2624
2024-09;IDBIG00098432;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 98432;Spotify;ID;132;4.4039
2024-10;IDBIG00098433;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 98433;Spotify;ID;545;1.1450
2024-11;IDBIG00098434;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 98434;Spotify;ID;1685;1.8846
2024-12;IDBIG00098435;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 98435;Spotify;ID;4037;3.2800
2024-01;IDBIG00098436;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 98436;Spotify;ID;799;2.7905
2024-02;IDBIG00098437;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 98437;Spotify;ID;4548;4.4038
2024-03;IDBIG00098438;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 98438;Spotify;ID;4343;2.9122
2024-04;IDBIG00098439;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 98439;Spotify;ID;4528;4.6777
2024-05;IDBIG00098440;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 98440;Spotify;ID;2242;4.5300
2024-06;IDBIG00098441;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 98441;Spotify;ID;761;4.2671
2024-07;IDBIG00098442;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 98442;Spotify;ID;4545;2.5302
2024-08;IDBIG00098443;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 98443;Spotify;ID;1220;1.7220
2024-09;IDBIG00098444;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 98444;Spotify;ID;722;1.4684
2024-10;IDBIG00098445;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 98445;Spotify;ID;2316;4.4770
2024-11;IDBIG00098446;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 98446;Spotify;ID;2388;1.7392
2024-12;IDBIG00098447;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 98447;Spotify;ID;381;1.1301
2024-01;IDBIG00098448;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 98448;Spotify;ID;4734;2.8937
2024-02;IDBIG00098449;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 98449;Spotify;ID;184;2.3492
2024-03;IDBIG00098450;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 98450;Spotify;ID;3548;1.2213
2024-04;IDBIG00098451;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 98451;Spotify;ID;1499;0.9932
2024-05;IDBIG00098452;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 98452;Spotify;ID;1041;4.0485
2024-06;IDBIG00098453;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 98453;Spotify;ID;3989;2.6340
2024-07;IDBIG00098454;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 98454;Spotify;ID;206;4.8429
